title,link,description
Noise-Response Analysis of Deep Neural Networks Quantifies Robustness and Fingerprints Structural Malware. (arXiv:2008.00123v2 [cs.LG] UPDATED),http://arxiv.org/abs/2008.00123,"<p>The ubiquity of deep neural networks (DNNs), cloud-based training, and
transfer learning is giving rise to a new cybersecurity frontier in which
unsecure DNNs have `structural malware' (i.e., compromised weights and
activation pathways). In particular, DNNs can be designed to have backdoors
that allow an adversary to easily and reliably fool an image classifier by
adding a pattern of pixels called a trigger. It is generally difficult to
detect backdoors, and existing detection methods are computationally expensive
and require extensive resources (e.g., access to the training data). Here, we
propose a rapid feature-generation technique that quantifies the robustness of
a DNN, `fingerprints' its nonlinearity, and allows us to detect backdoors (if
present). Our approach involves studying how a DNN responds to noise-infused
images with varying noise intensity, which we summarize with titration curves.
We find that DNNs with backdoors are more sensitive to input noise and respond
in a characteristic way that reveals the backdoor and where it leads (its
`target'). Our empirical results demonstrate that we can accurately detect
backdoors with high confidence orders-of-magnitude faster than existing
approaches (seconds versus hours).
</p>
"
Accuracy and Fairness Trade-offs in Machine Learning: A Stochastic Multi-Objective Approach. (arXiv:2008.01132v2 [cs.LG] UPDATED),http://arxiv.org/abs/2008.01132,"<p>In the application of machine learning to real-life decision-making systems,
e.g., credit scoring and criminal justice, the prediction outcomes might
discriminate against people with sensitive attributes, leading to unfairness.
The commonly used strategy in fair machine learning is to include fairness as a
constraint or a penalization term in the minimization of the prediction loss,
which ultimately limits the information given to decision-makers. In this
paper, we introduce a new approach to handle fairness by formulating a
stochastic multi-objective optimization problem for which the corresponding
Pareto fronts uniquely and comprehensively define the accuracy-fairness
trade-offs. We have then applied a stochastic approximation-type method to
efficiently obtain well-spread and accurate Pareto fronts, and by doing so we
can handle training data arriving in a streaming way.
</p>
"
Point Proposal Network: Accelerating Point Source Detection Through Deep Learning. (arXiv:2008.02093v2 [cs.CV] UPDATED),http://arxiv.org/abs/2008.02093,"<p>Point source detection techniques are used to identify and localise point
sources in radio astronomical surveys. With the development of the Square
Kilometre Array (SKA) telescope, survey images will see a massive increase in
size from Gigapixels to Terapixels. Point source detection has already proven
to be a challenge in recent surveys performed by SKA pathfinder telescopes.
This paper proposes the Point Proposal Network (PPN): a point source detector
that utilises deep convolutional neural networks for fast source detection.
Results measured on simulated MeerKAT images show that, although less precise
when compared to leading alternative approaches, PPN performs source detection
faster and is able to scale to large images, unlike the alternative approaches.
</p>
"
Data-driven reduced-order models via regularized operator inference for a single-injector combustion process. (arXiv:2008.02862v2 [cs.CE] UPDATED),http://arxiv.org/abs/2008.02862,"<p>This paper derives predictive reduced-order models for rocket engine
combustion dynamics via Operator Inference, a scientific machine learning
approach that blends data-driven learning with physics-based modeling. The
non-intrusive nature of the approach enables variable transformations that
expose system structure. The specific contribution of this paper is to advance
the formulation robustness and algorithmic scalability of the Operator
Inference approach. Regularization is introduced to the formulation to avoid
over-fitting. The task of determining an optimal regularization is posed as an
optimization problem that balances training error and stability of long-time
integration dynamics. A scalable algorithm and open-source implementation are
presented, then demonstrated for a single-injector rocket combustion example.
This example exhibits rich dynamics that are difficult to capture with
state-of-the-art reduced models. With appropriate regularization and an
informed selection of learning variables, the reduced-order models exhibit high
accuracy in re-predicting the training regime and acceptable accuracy in
predicting future dynamics, while achieving close to a million times speedup in
computational cost. When compared to a state-of-the-art model reduction method,
the Operator Inference models provide the same or better accuracy at
approximately one thousandth of the computational cost.
</p>
"
On construction and (non)existence of $c$-(almost) perfect nonlinear functions. (arXiv:2008.03953v3 [math.CO] UPDATED),http://arxiv.org/abs/2008.03953,"<p>Functions with low differential uniformity have relevant applications in
cryptography. Recently, functions with low $c$-differential uniformity
attracted lots of attention. In particular, so-called APcN and PcN functions
(generalization of APN and PN functions) have been investigated. Here, we
provide a characterization of such functions via quadratic polynomials as well
as non-existence results.
</p>
"
Distributed Stochastic Subgradient Optimization Algorithms Over Random and Noisy Networks. (arXiv:2008.08796v4 [eess.SY] UPDATED),http://arxiv.org/abs/2008.08796,"<p>We study distributed stochastic optimization by networked nodes to
cooperatively minimize a sum of convex cost functions. The network is modeled
by a sequence of time-varying random digraphs with each node representing a
local optimizer and each edge representing a communication link. We consider
the distributed subgradient optimization algorithm with noisy measurements of
local cost functions' subgradients, additive and multiplicative noises among
information exchanging between each pair of nodes. By stochastic Lyapunov
method, convex analysis, algebraic graph theory and martingale convergence
theory, it is proved that if the local subgradient functions grow linearly and
the sequence of digraphs is conditionally balanced and uniformly conditionally
jointly connected, then proper algorithm step sizes can be designed so that all
nodes' states converge to the global optimal solution almost surely.
</p>
"
Active Disturbance Rejection Control Design with Suppression of Sensor Noise Effects in Application to DC-DC Buck Power Converter. (arXiv:2009.02948v2 [eess.SY] UPDATED),http://arxiv.org/abs/2009.02948,"<p>The performance of active disturbance rejection control (ADRC) algorithms can
be limited in practice by high-frequency measurement noise. In this work, this
problem is addressed by transforming the high-gain extended state observer
(ESO), which is the inherent element of ADRC, into a new cascade observer
structure. Set of experiments, performed on a DC-DC buck power converter
system, show that the new cascade ESO design, compared to the conventional
approach, effectively suppresses the detrimental effect of sensor noise
over-amplification while increasing the estimation/control performance. The
proposed design is also analyzed with a low-pass filter at the converter
output, which is a common technique for reducing measurement noise in
industrial applications.
</p>
"
Ebb-and-Flow Protocols: A Resolution of the Availability-Finality Dilemma. (arXiv:2009.04987v3 [cs.CR] UPDATED),http://arxiv.org/abs/2009.04987,"<p>The CAP theorem says that no blockchain can be live under dynamic
participation and safe under temporary network partitions. To resolve this
availability-finality dilemma, we formulate a new class of flexible consensus
protocols, ebb-and-flow protocols, which support a full dynamically available
ledger in conjunction with a finalized prefix ledger. The finalized ledger
falls behind the full ledger when the network partitions but catches up when
the network heals. Gasper, the current candidate protocol for Ethereum 2.0's
beacon chain, combines the finality gadget Casper FFG with the LMD GHOST fork
choice rule and aims to achieve this property. However, we discovered an attack
in the standard synchronous network model, highlighting a general difficulty
with existing finality-gadget-based designs. We present a construction of
provably secure ebb-and-flow protocols with optimal resilience. Nodes run an
off-the-shelf dynamically available protocol, take snapshots of the growing
available ledger, and input them into a separate off-the-shelf BFT protocol to
finalize a prefix. We explore connections with flexible BFT and improve upon
the state-of-the-art for that problem.
</p>
"
Contrastive Triple Extraction with Generative Transformer. (arXiv:2009.06207v4 [cs.CL] UPDATED),http://arxiv.org/abs/2009.06207,"<p>Triple extraction is an essential task in information extraction for natural
language processing and knowledge graph construction. In this paper, we revisit
the end-to-end triple extraction task for sequence generation. Since generative
triple extraction may struggle to capture long-term dependencies and generate
unfaithful triples, we introduce a novel model, contrastive triple extraction
with a generative transformer. Specifically, we introduce a single shared
transformer module for encoder-decoder-based generation. To generate faithful
results, we propose a novel triplet contrastive training object. Moreover, we
introduce two mechanisms to further improve model performance (i.e., batch-wise
dynamic attention-masking and triple-wise calibration). Experimental results on
three datasets (i.e., NYT, WebNLG, and MIE) show that our approach achieves
better performance than that of baselines.
</p>
"
A categorical duality for algebras of partial functions. (arXiv:2009.07895v2 [math.RA] UPDATED),http://arxiv.org/abs/2009.07895,"<p>We prove a categorical duality between a class of abstract algebras of
partial functions and a class of (small) topological categories. The algebras
are the isomorphs of collections of partial functions closed under the
operations of composition, antidomain, range, and preferential union (or
'override'). The topological categories are those whose space of objects is a
Stone space, source map is a local homeomorphism, target map is open, and all
of whose arrows are epimorphisms.
</p>
"
A General Framework for the Security Analysis of Blockchain Protocols. (arXiv:2009.09480v3 [cs.DC] UPDATED),http://arxiv.org/abs/2009.09480,"<p>Blockchain protocols differ in fundamental ways, including the mechanics of
selecting users to produce blocks (e.g., proof-of-work vs. proof-of-stake) and
the method to establish consensus (e.g., longest chain rules vs. Byzantine
fault-tolerant (BFT) inspired protocols). These fundamental differences have
hindered ""apples-to-apples"" comparisons between different categories of
blockchain protocols and, in turn, the development of theory to formally
discuss their relative merits.
</p>
<p>This paper presents a parsimonious abstraction sufficient for capturing and
comparing properties of many well-known permissionless blockchain protocols,
simultaneously capturing essential properties of both proof-of-work (PoW) and
proof-of-stake (PoS) protocols, and of both longest-chain-type and BFT-type
protocols. Our framework blackboxes the precise mechanics of the user selection
process, allowing us to isolate the properties of the selection process that
are significant for protocol design.
</p>
<p>We demonstrate the utility of our general framework with several concrete
results:
</p>
<p>1. We prove a CAP-type impossibility theorem asserting that liveness with an
unknown level of participation rules out security in a partially synchronous
setting.
</p>
<p>2. Delving deeper into the partially synchronous setting, we prove that a
necessary and sufficient condition for security is the production of
""certificates,"" meaning stand-alone proofs of block confirmation.
</p>
<p>3. Restricting to synchronous settings, we prove that typical protocols with
a known level of participation (including longest chain-type PoS protocols) can
be adapted to provide certificates, but those with an unknown level of
participation cannot.
</p>
<p>4. Finally, we use our framework to articulate a modular two-step approach to
blockchain security analysis that effectively reduces the permissionless case
to the permissioned case.
</p>
"
Semi-supervised Semantic Segmentation of Prostate and Organs-at-Risk on 3D Pelvic CT Images. (arXiv:2009.09571v3 [cs.CV] UPDATED),http://arxiv.org/abs/2009.09571,"<p>Automated segmentation can assist radiotherapy treatment planning by saving
manual contouring efforts and reducing intra-observer and inter-observer
variations. The recent development of deep learning approaches has revoluted
medical data processing, including semantic segmentation, by dramatically
improving performance. However, training effective deep learning models usually
require a large amount of high-quality labeled data, which are often costly to
collect. We developed a novel semi-supervised adversarial deep learning
approach for 3D pelvic CT image semantic segmentation. Unlike supervised deep
learning methods, the new approach can utilize both annotated and un-annotated
data for training. It generates un-annotated synthetic data by a data
augmentation scheme using generative adversarial networks (GANs). We applied
the new approach to segmenting multiple organs in male pelvic CT images, where
CT images without annotations and GAN-synthesized un-annotated images were used
in semi-supervised learning. Experimental results, evaluated by three metrics
(Dice similarity coefficient, average Hausdorff distance, and average surface
Hausdorff distance), showed that the new method achieved either comparable
performance with substantially fewer annotated images or better performance
with the same amount of annotated data, outperforming the existing
state-of-the-art methods.
</p>
"
Dark Patterns and the Legal Requirements of Consent Banners: An Interaction Criticism Perspective. (arXiv:2009.10194v2 [cs.HC] UPDATED),http://arxiv.org/abs/2009.10194,"<p>User engagement with data privacy and security through consent banners has
become a ubiquitous part of interacting with internet services. While previous
work has addressed consent banners from either interaction design, legal, and
ethics-focused perspectives, little research addresses the connections among
multiple disciplinary approaches, including tensions and opportunities that
transcend disciplinary boundaries. In this paper, we draw together perspectives
and commentary from HCI, design, privacy and data protection, and legal
research communities, using the language and strategies of ""dark patterns"" to
perform an interaction criticism reading of three different types of consent
banners. Our analysis builds upon designer, interface, user, and social context
lenses to raise tensions and synergies that arise together in complex,
contingent, and conflicting ways in the act of designing consent banners. We
conclude with opportunities for transdisciplinary dialogue across legal,
ethical, computer science, and interactive systems scholarship to translate
matters of ethical concern into public policy.
</p>
"
The Ultimate DataFlow for Ultimate SuperComputers-on-a-Chips. (arXiv:2009.10593v4 [cs.DC] UPDATED),http://arxiv.org/abs/2009.10593,"<p>This article starts from the assumption that near future 100BTransistor
SuperComputers-on-a-Chip will include N big multi-core processors, 1000N small
many-core processors, a TPU-like fixed-structure systolic array accelerator for
the most frequently used Machine Learning algorithms needed in bandwidth-bound
applications and a flexible-structure reprogrammable accelerator for less
frequently used Machine Learning algorithms needed in latency-critical
applications.
</p>
"
EEG based Major Depressive disorder and Bipolar disorder detection using Neural Networks: A review. (arXiv:2009.13402v2 [q-bio.NC] UPDATED),http://arxiv.org/abs/2009.13402,"<p>Mental disorders represent critical public health challenges as they are
leading contributors to the global burden of disease and intensely influence
social and financial welfare of individuals. The present comprehensive review
concentrate on the two mental disorders: Major depressive Disorder (MDD) and
Bipolar Disorder (BD) with noteworthy publications during the last ten years.
There is a big need nowadays for phenotypic characterization of psychiatric
disorders with biomarkers. Electroencephalography (EEG) signals could offer a
rich signature for MDD and BD and then they could improve understanding of
pathophysiological mechanisms underling these mental disorders. In this review,
we focus on the literature works adopting neural networks fed by EEG signals.
Among those studies using EEG and neural networks, we have discussed a variety
of EEG based protocols, biomarkers and public datasets for depression and
bipolar disorder detection. We conclude with a discussion and valuable
recommendations that will help to improve the reliability of developed models
and for more accurate and more deterministic computational intelligence based
systems in psychiatry. This review will prove to be a structured and valuable
initial point for the researchers working on depression and bipolar disorders
recognition by using EEG signals.
</p>
"
Graph Neural Networks with Heterophily. (arXiv:2009.13566v2 [cs.LG] UPDATED),http://arxiv.org/abs/2009.13566,"<p>Graph Neural Networks (GNNs) have proven to be useful for many different
practical applications. However, many existing GNN models have implicitly
assumed homophily among the nodes connected in the graph, and therefore have
largely overlooked the important setting of heterophily, where most connected
nodes are from different classes. In this work, we propose a novel framework
called CPGNN that generalizes GNNs for graphs with either homophily or
heterophily. The proposed framework incorporates an interpretable compatibility
matrix for modeling the heterophily or homophily level in the graph, which can
be learned in an end-to-end fashion, enabling it to go beyond the assumption of
strong homophily. Theoretically, we show that replacing the compatibility
matrix in our framework with the identity (which represents pure homophily)
reduces to GCN. Our extensive experiments demonstrate the effectiveness of our
approach in more realistic and challenging experimental settings with
significantly less training data compared to previous works: CPGNN variants
achieve state-of-the-art results in heterophily settings with or without
contextual node features, while maintaining comparable performance in homophily
settings.
</p>
"
Engineering In-place (Shared-memory) Sorting Algorithms. (arXiv:2009.13569v2 [cs.DC] UPDATED),http://arxiv.org/abs/2009.13569,"<p>We present sorting algorithms that represent the fastest known techniques for
a wide range of input sizes, input distributions, data types, and machines. A
part of the speed advantage is due to the feature to work in-place. Previously,
the in-place feature often implied performance penalties. Our main algorithmic
contribution is a blockwise approach to in-place data distribution that is
provably cache-efficient. We also parallelize this approach taking dynamic load
balancing and memory locality into account. Our comparison-based algorithm,
In-place Superscalar Samplesort (IPS$^4$o), combines this technique with
branchless decision trees. By taking cases with many equal elements into
account and by adapting the distribution degree dynamically, we obtain a highly
robust algorithm that outperforms the best in-place parallel comparison-based
competitor by almost a factor of three. IPS$^4$o also outperforms the best
comparison-based competitors in the in-place or not in-place, parallel or
sequential settings. IPS$^4$o even outperforms the best integer sorting
algorithms in a wide range of situations. In many of the remaining cases (often
involving near-uniform input distributions, small keys, or a sequential
setting), our new in-place radix sorter turns out to be the best algorithm.
Claims to have the, in some sense, ""best"" sorting algorithm can be found in
many papers which cannot all be true. Therefore, we base our conclusions on
extensive experiments involving a large part of the cross product of 21
state-of-the-art sorting codes, 6 data types, 10 input distributions, 4
machines, 4 memory allocation strategies, and input sizes varying over 7 orders
of magnitude. This confirms the robust performance of our algorithms while
revealing major performance problems in many competitors outside the concrete
set of measurements reported in the associated publications.
</p>
"
On Statistical Discrimination as a Failure of Social Learning: A Multi-Armed Bandit Approach. (arXiv:2010.01079v4 [econ.TH] UPDATED),http://arxiv.org/abs/2010.01079,"<p>We analyze statistical discrimination using a multi-armed bandit model where
myopic firms face candidate workers arriving with heterogeneous observable
characteristics. The association between the worker's skill and characteristics
is unknown ex ante; thus, firms need to learn it. In such an environment,
laissez-faire may result in a highly unfair and inefficient outcome -- myopic
firms are reluctant to hire minority workers because the lack of data about
minority workers prevents accurate estimation of their performance.
Consequently, minority groups could be perpetually underestimated -- they are
never hired, and therefore, data about them is never accumulated. We proved
that this problem becomes more serious when the population ratio is imbalanced,
as is the case in many extant discrimination problems. We consider two
affirmative-action policies for solving this dilemma: One is a subsidy rule
that is based on the popular upper confidence bound algorithm, and another is
the Rooney Rule, which requires firms to interview at least one minority worker
for each hiring opportunity. Our results indicate temporary affirmative actions
are effective for statistical discrimination caused by data insufficiency.
</p>
"
Regret Guarantees for Online Receding Horizon Learning Control. (arXiv:2010.07269v8 [math.OC] UPDATED),http://arxiv.org/abs/2010.07269,"<p>In this paper we provide provable regret guarantees for an online learning
receding horizon type control policy in a setting where the system to be
controlled is an unknown linear dynamical system, the cost for the controller
is a general additive function over a finite period $T$, and there exist
control input constraints that when violated incur an additional cost. We show
that the learning based receding horizon control policy achieves the regret of
$\tilde{O}(T^{3/4})$ for both the controller's cost and cumulative constraint
violation w.r.t the baseline receding horizon control policy that has full
knowledge of the system.
</p>
"
Entropic proofs of Singleton bounds for quantum error-correcting codes. (arXiv:2010.07902v2 [quant-ph] UPDATED),http://arxiv.org/abs/2010.07902,"<p>We show that a relatively simple reasoning using von Neumann entropy
inequalities yields a robust proof of the quantum Singleton bound for quantum
error-correcting codes (QECC). For entanglement-assisted quantum
error-correcting codes (EAQECC) and catalytic codes (CQECC), the generalised
quantum Singleton bound was believed to hold for many years until recently one
of us found a counterexample [MG, <a href=""/abs/2007.01249"">arXiv:2007.01249</a>]. Here, we rectify this
state of affairs by proving the correct generalised quantum Singleton bound for
CQECC, extending the above-mentioned proof method for QECC; we also prove
information-theoretically tight bounds on the entanglement-communication
tradeoff for EAQECC. All of the bounds relate block length $n$ and code length
$k$ for given minimum distance $d$ and we show that they are robust, in the
sense that they hold with small perturbations for codes which only correct most
of the erasure errors of less than $d$ letters. In contrast to the classical
case, the bounds take on qualitatively different forms depending on whether the
minimum distance is smaller or larger than half the block length. We also
provide a propagation rule, where any pure QECC yields an EAQECC with the same
distance and dimension but of shorter block length.
</p>
"
Optimal Index Assignment for Scalar Quantizers and M-PSK via a Discrete Convolution-Rearrangement Inequality. (arXiv:2010.10300v3 [cs.IT] UPDATED),http://arxiv.org/abs/2010.10300,"<p>This paper investigates the problem of finding an optimal nonbinary index
assignment from \(M\) quantization levels of a maximum entropy scalar quantizer
to \(M\)-PSK symbols transmitted over a symmetric memoryless channel with
additive noise following decreasing probability density function (such as the
AWGN channel) so as to minimize the channel mean-squared distortion. The
so-called zigzag mapping under maximum-likelihood (ML) decoding was known to be
asymptotically optimal, but the problem of determining the optimal index
assignment for any given signal-to-noise ratio (SNR) is still open. Based on a
generalized version of the Hardy-Littlewood convolution-rearrangement
inequality, we prove that the zigzag mapping under ML decoding is optimal for
all SNRs. It is further proved that the same optimality results also hold under
minimum mean-square-error (MMSE) decoding. Numerical results are presented to
verify our optimality results and to demonstrate the performance gain of the
optimal \(M\)-ary index assignment over the state-of-the-art binary counterpart
for the case of \(8\)-PSK over the AWGN channel.
</p>
"
FastEmit: Low-latency Streaming ASR with Sequence-level Emission Regularization. (arXiv:2010.11148v2 [eess.AS] UPDATED),http://arxiv.org/abs/2010.11148,"<p>Streaming automatic speech recognition (ASR) aims to emit each hypothesized
word as quickly and accurately as possible. However, emitting fast without
degrading quality, as measured by word error rate (WER), is highly challenging.
Existing approaches including Early and Late Penalties and Constrained
Alignments penalize emission delay by manipulating per-token or per-frame
probability prediction in sequence transducer models. While being successful in
reducing delay, these approaches suffer from significant accuracy regression
and also require additional word alignment information from an existing model.
In this work, we propose a sequence-level emission regularization method, named
FastEmit, that applies latency regularization directly on per-sequence
probability in training transducer models, and does not require any alignment.
We demonstrate that FastEmit is more suitable to the sequence-level
optimization of transducer models for streaming ASR by applying it on various
end-to-end streaming ASR networks including RNN-Transducer,
Transformer-Transducer, ConvNet-Transducer and Conformer-Transducer. We achieve
150-300 ms latency reduction with significantly better accuracy over previous
techniques on a Voice Search test set. FastEmit also improves streaming ASR
accuracy from 4.4%/8.9% to 3.1%/7.5% WER, meanwhile reduces 90th percentile
latency from 210 ms to only 30 ms on LibriSpeech.
</p>
"
HateBERT: Retraining BERT for Abusive Language Detection in English. (arXiv:2010.12472v2 [cs.CL] UPDATED),http://arxiv.org/abs/2010.12472,"<p>In this paper, we introduce HateBERT, a re-trained BERT model for abusive
language detection in English. The model was trained on RAL-E, a large-scale
dataset of Reddit comments in English from communities banned for being
offensive, abusive, or hateful that we have collected and made available to the
public. We present the results of a detailed comparison between a general
pre-trained language model and the abuse-inclined version obtained by
retraining with posts from the banned communities on three English datasets for
offensive, abusive language and hate speech detection tasks. In all datasets,
HateBERT outperforms the corresponding general BERT model. We also discuss a
battery of experiments comparing the portability of the generic pre-trained
language model and its corresponding abusive language-inclined counterpart
across the datasets, indicating that portability is affected by compatibility
of the annotated phenomena.
</p>
"
Overlapping Domain Decomposition Methods for Ptychographic Imaging. (arXiv:2011.00162v2 [math.NA] UPDATED),http://arxiv.org/abs/2011.00162,"<p>In ptychography experiments, redundant scanning is usually required to
guarantee the stable recovery, such that a huge amount of frames are generated,
and thus it poses a great demand of parallel computing in order to solve this
large-scale inverse problem. In this paper, we propose the overlapping Domain
Decomposition Methods(DDMs) to solve the nonconvex optimization problem in
ptychographic imaging. They decouple the problem defined on the whole domain
into subproblems only defined on the subdomains with synchronizing information
in the overlapping regions of these subdomains,thus leading to highly parallel
algorithms with good load balance. More specifically, for the nonblind recovery
(with known probe in advance), by enforcing the continuity of the overlapping
regions for the image (sample), the nonlinear optimization model is established
based on a novel smooth-truncated amplitude-Gaussian metric (ST-AGM). Such
metric allows for fast calculation of the proximal mapping with closed form,
and meanwhile provides the possibility for the convergence guarantee of the
first-order nonconvex optimization algorithm due to its Lipschitz smoothness.
Then the Alternating Direction Method of Multipliers (ADMM) is utilized to
generate an efficient Overlapping Domain Decomposition based Ptychography
algorithm(OD2P) for the two-subdomain domain decomposition (DD), where all
subproblems can be computed with close-form solutions.Due to the Lipschitz
continuity for the gradient of the objective function with ST-AGM, the
convergence of the proposed OD2P is derived under mild conditions. Moreover, it
is extended to more general case including multiple-subdomain DD and blind
recovery. Numerical experiments are further conducted to show the performance
of proposed algorithms, demonstrating good convergence speed and robustness to
the noise.
</p>
"
Exponential Polynomial Block Methods. (arXiv:2011.00670v2 [math.NA] UPDATED),http://arxiv.org/abs/2011.00670,"<p>In this paper we extend the polynomial time integration framework to include
exponential integration for both partitioned and unpartitioned initial value
problems. We then demonstrate the utility of the exponential polynomial
framework by constructing a new class of parallel exponential polynomial block
methods (EPBMs) based on the Legendre points. These new integrators can be
constructed at arbitrary orders of accuracy and have improved stability
compared to existing exponential linear multistep methods. Moreover, if the ODE
right-hand side evaluations can be parallelized efficiently, then high-order
EPBMs are significantly more efficient at obtaining highly accurate solutions
than exponential linear multistep methods and exponential spectral deferred
correction methods of equivalent order.
</p>
"
CUTIE: Beyond PetaOp/s/W Ternary DNN Inference Acceleration with Better-than-Binary Energy Efficiency. (arXiv:2011.01713v2 [cs.AR] UPDATED),http://arxiv.org/abs/2011.01713,"<p>We present a 3.1 POp/s/W fully digital hardware accelerator for ternary
neural networks. CUTIE, the Completely Unrolled Ternary Inference Engine,
focuses on minimizing non-computational energy and switching activity so that
dynamic power spent on storing (locally or globally) intermediate results is
minimized. This is achieved by 1) a data path architecture completely unrolled
in the feature map and filter dimensions to reduce switching activity by
favoring silencing over iterative computation and maximizing data re-use, 2)
targeting ternary neural networks which, in contrast to binary NNs, allow for
sparse weights which reduce switching activity, and 3) introducing an optimized
training method for higher sparsity of the filter weights, resulting in a
further reduction of the switching activity. Compared with state-of-the-art
accelerators, CUTIE achieves greater or equal accuracy while decreasing the
overall core inference energy cost by a factor of 4.8x-21x.
</p>
"
Motion Generation Using Bilateral Control-Based Imitation Learning with Autoregressive Learning. (arXiv:2011.06192v5 [cs.RO] UPDATED),http://arxiv.org/abs/2011.06192,"<p>Robots that can execute various tasks automatically on behalf of humans are
becoming an increasingly important focus of research in the field of robotics.
Imitation learning has been studied as an efficient and high-performance
method, and imitation learning based on bilateral control has been proposed as
a method that can realize fast motion. However, because this method cannot
implement autoregressive learning, this method may not generate desirable
long-term behavior. Therefore, in this paper, we propose a method of
autoregressive learning for bilateral control-based imitation learning. A new
neural network model for implementing autoregressive learning is proposed. In
this study, three types of experiments are conducted to verify the
effectiveness of the proposed method. The performance is improved compared to
conventional approaches; the proposed method has the highest rate of success.
Owing to the structure and autoregressive learning of the proposed model, the
proposed method can generate the desirable motion for successful tasks and have
a high generalization ability for environmental changes.
</p>
"
Unified Multi-Modal Landmark Tracking for Tightly Coupled Lidar-Visual-Inertial Odometry. (arXiv:2011.06838v2 [cs.RO] UPDATED),http://arxiv.org/abs/2011.06838,"<p>We present an efficient multi-sensor odometry system for mobile platforms
that jointly optimizes visual, lidar, and inertial information within a single
integrated factor graph. This runs in real-time at full framerate using fixed
lag smoothing. To perform such tight integration, a new method to extract 3D
line and planar primitives from lidar point clouds is presented. This approach
overcomes the suboptimality of typical frame-to-frame tracking methods by
treating the primitives as landmarks and tracking them over multiple scans.
True integration of lidar features with standard visual features and IMU is
made possible using a subtle passive synchronization of lidar and camera
frames. The lightweight formulation of the 3D features allows for real-time
execution on a single CPU. Our proposed system has been tested on a variety of
platforms and scenarios, including underground exploration with a legged robot
and outdoor scanning with a dynamically moving handheld device, for a total
duration of 96 min and 2.4 km traveled distance. In these test sequences, using
only one exteroceptive sensor leads to failure due to either underconstrained
geometry (affecting lidar) or textureless areas caused by aggressive lighting
changes (affecting vision). In these conditions, our factor graph naturally
uses the best information available from each sensor modality without any hard
switches.
</p>
"
Risk-Constrained Thompson Sampling for CVaR Bandits. (arXiv:2011.08046v4 [cs.LG] UPDATED),http://arxiv.org/abs/2011.08046,"<p>The multi-armed bandit (MAB) problem is a ubiquitous decision-making problem
that exemplifies the exploration-exploitation tradeoff. Standard formulations
exclude risk in decision making. Risk notably complicates the basic
reward-maximising objective, in part because there is no universally agreed
definition of it. In this paper, we consider a popular risk measure in
quantitative finance known as the Conditional Value at Risk (CVaR). We explore
the performance of a Thompson Sampling-based algorithm CVaR-TS under this risk
measure. We provide comprehensive comparisons between our regret bounds with
state-of-the-art L/UCB-based algorithms in comparable settings and demonstrate
their clear improvement in performance. We also include numerical simulations
to empirically verify that CVaR-TS outperforms other L/UCB-based algorithms.
</p>
"
Time-Series Snapshot Network for Partner Recommendation: A Case Study on OSS. (arXiv:2011.09883v3 [cs.SI] UPDATED),http://arxiv.org/abs/2011.09883,"<p>The last decade has witnessed the rapid growth of open source software (OSS).
Still, all contributors may find it difficult to assimilate into OSS community
even they are enthusiastic to make contributions. We thus suggest that partner
recommendation across different roles may benefit both the users and
developers, i.e., once we are able to make successful recommendation for those
in need, it may dramatically contribute to the productivity of developers and
the enthusiasm of users, thus further boosting OSS projects' development.
Motivated by this potential, we model the partner recommendation as link
prediction task from email data via network embedding methods. In this paper,
we introduce time-series snapshot network (TSSN) which is a mixture network to
model the interactions among users and developers. Based on the established
TSSN, we perform temporal biased walk (TBW) to automatically capture both
temporal and structural information of the email network, i.e., the behavioral
similarity between individuals in the OSS email network. Experiments on ten
Apache datasets demonstrate that the proposed TBW significantly outperforms a
number of advanced random walk based embedding methods, leading to the
state-of-the-art recommendation performance.
</p>
"
Zero Queueing for Multi-Server Jobs. (arXiv:2011.10521v2 [cs.PF] UPDATED),http://arxiv.org/abs/2011.10521,"<p>Cloud computing today is dominated by multi-server jobs. These are jobs that
request multiple servers simultaneously and hold onto all of these servers for
the duration of the job. Multi-server jobs add a lot of complexity to the
traditional one-job-per-server model: an arrival might not ""fit"" into the
available servers and might have to queue, blocking later arrivals and leaving
servers idle. From a queueing perspective, almost nothing is understood about
multi-server job queueing systems; even understanding the exact stability
region is a very hard problem.
</p>
<p>In this paper, we investigate a multi-server job queueing model under scaling
regimes where the number of servers in the system grows. Specifically, we
consider a system with multiple classes of jobs, where jobs from different
classes can request different numbers of servers and have different service
time distributions, and jobs are served in first-come-first-served order. The
multi-server job model opens up new scaling regimes where both the number of
servers that a job needs and the system load scale with the total number of
servers. Within these scaling regimes, we derive the first results on
stability, queueing probability, and the transient analysis of the number of
jobs in the system for each class. In particular we derive sufficient
conditions for zero queueing. Our analysis introduces a novel way of extracting
information from the Lyapunov drift, which can be applicable to a broader scope
of problems in queueing systems.
</p>
"
